sampleID	taxon_oid	Domain	Sequencing Status	Ecosystem	Study Name	Genome Name / Sample Name	Sequencing Center	Add Date	Assembly Method	Has Coverage	Release Date	Sequencing Method	Genome Size   * assembled	Gene Count   * assembled	GC   * assembled	KO %   * assembled	richness_KO	Hypothesis	Analysis	Latitude	Longitude	Contact Email	Contact Name	JGI Data Utilization Status	JGI Data Utilization Status_GOLD_07Apr2022	PermissionNotes
X3300005745	3300005745	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS844"	Marine Biological Laboratory	9/2/15	Ray 2.3.1	No	11/1/19	Illumina MiSeq	95261731	125075	43.54949	44.77	3966	H2	Both	18.374735	-81.797326	"randerson@mbl.edu, randerson@carleton.edu"	Rika Anderson			Unrestricted - not sequenced at JGI
X3300009429	3300009429	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS844 no min length"	Marine Biological Laboratory	6/8/16	Ray 2.3.1	No	11/1/19	Illumina MiSeq	791626083	2953297	43.41864	34.92	7079	H2	Both	18.374735	-81.797326	"randerson@mbl.edu, randerson@carleton.edu"	Rika Anderson			Unrestricted - not sequenced at JGI
X3300005746	3300005746	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS848"	Marine Biological Laboratory	9/2/15	Ray 2.3.1	No	11/1/19	Illumina MiSeq	14754474	19942	36.0833	50.29	2551	H2	Both	18.376929	-81.797906	"randerson@mbl.edu, randerson@carleton.edu"	Rika Anderson			Unrestricted - not sequenced at JGI
X3300009427	3300009427	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS848 no min length"	Marine Biological Laboratory	6/8/16	Ray 2.3.1	No	11/1/19	Illumina MiSeq	400380383	1847081	40.86803	32.14	7609	H2	Both	18.376929	-81.797906	"randerson@mbl.edu, randerson@carleton.edu"	Rika Anderson			Unrestricted - not sequenced at JGI
X3300009475	3300009475	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS849 no min length"	Marine Biological Laboratory	6/9/16	Ray 2.3.1	No	11/1/19	Illumina HiSeq	140096974	765045	58.51595	24.09	5589	H2	Both	18.376687	-81.798096	"randerson@mbl.edu, randerson@carleton.edu"	Rika Anderson			Unrestricted - not sequenced at JGI
X3300005750	3300005750	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS851"	Marine Biological Laboratory	9/2/15	Ray 2.3.1	No	11/1/19	Illumina HiSeq	9116160	11747	59.13523	56.7	2074	H2	Both	18.547192	-81.71817	"randerson@mbl.edu, randerson@carleton.edu"	Rika Anderson			Unrestricted - not sequenced at JGI
X3300009491	3300009491	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS851 no min length"	Marine Biological Laboratory	6/9/16	Ray 2.3.1	No	11/1/19	Illumina HiSeq	267671278	1313040	58.32632	34.97	7671	H2	Both	18.547192	-81.71817	"randerson@mbl.edu, randerson@carleton.edu"	Rika Anderson			Unrestricted - not sequenced at JGI
X3300005751	3300005751	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS852"	Marine Biological Laboratory	9/2/15	Ray 2.3.1	No	11/1/19	Illumina HiSeq	9306582	11791	58.71555	55.58	2154	H2	Both	18.547101	-81.71817	"randerson@mbl.edu, randerson@carleton.edu"	Rika Anderson			Unrestricted - not sequenced at JGI
X3300009490	3300009490	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS852 no min length"	Marine Biological Laboratory	6/9/16	Ray 2.3.1	No	11/1/19	Illumina HiSeq	214100442	1081687	58.22153	31.84	6360	H2	Both	18.547101	-81.71817	"randerson@mbl.edu, randerson@carleton.edu"	Rika Anderson			Unrestricted - not sequenced at JGI
X3300005749	3300005749	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS854"	Marine Biological Laboratory	9/2/15	Ray 2.3.1	No	11/1/19	Illumina HiSeq	37557791	48430	33.23788	46.03	2861	H2	Both			"randerson@mbl.edu, randerson@carleton.edu"	Rika Anderson			Unrestricted - not sequenced at JGI
X3300009487	3300009487	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS854 no min length"	Marine Biological Laboratory	6/9/16	Ray 2.3.1	No	11/1/19	Illumina HiSeq	296153474	988681	37.37762	36.24	5925	H2	Both			"randerson@mbl.edu, randerson@carleton.edu"	Rika Anderson			Unrestricted - not sequenced at JGI
X3300005752	3300005752	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS856"	Marine Biological Laboratory	9/2/15	Ray 2.3.1	No	11/1/19		54579746	71114	33.89346	46.02	3072	H2	Both			"randerson@mbl.edu, randerson@carleton.edu"	Rika Anderson			Unrestricted - not sequenced at JGI
X3300009486	3300009486	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS856 no min length"	Marine Biological Laboratory	6/9/16	Ray 2.3.1	No	11/1/19		237391350	907829	37.3979	34.23	5953	H2	Both			"randerson@mbl.edu, randerson@carleton.edu"	Rika Anderson			Unrestricted - not sequenced at JGI
X3300005756	3300005756	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS866"	Marine Biological Laboratory	9/2/15	Ray 2.3.1	No	11/1/19		10354860	15485	38.92217	50.61	2032	H2	Both	18.37	-81.798	"randerson@mbl.edu, randerson@carleton.edu"	Rika Anderson			Unrestricted - not sequenced at JGI
X3300009464	3300009464	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS866 no min length"	Marine Biological Laboratory	6/9/16	Ray 2.3.1	No	11/1/19		124385183	580358	39.6118	36.76	5747	H2	Both	18.37	-81.798	"randerson@mbl.edu, randerson@carleton.edu"	Rika Anderson			Unrestricted - not sequenced at JGI
X3300005757	3300005757	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS872"	Marine Biological Laboratory	9/2/15	Ray 2.3.1	No	11/1/19	Illumina HiSeq	29132078	32038	62.81274	45.69	2405	H2	Both	18.375	-81.797	"randerson@mbl.edu, randerson@carleton.edu"	Rika Anderson			Unrestricted - not sequenced at JGI
X3300009462	3300009462	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS872 no min length"	Marine Biological Laboratory	6/9/16	Ray 2.3.1	No	11/1/19	Illumina HiSeq	143000820	577634	59.96003	33.07	5882	H2	Both	18.375	-81.797	"randerson@mbl.edu, randerson@carleton.edu"	Rika Anderson			Unrestricted - not sequenced at JGI
X3300005813	3300005813	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS874"	Marine Biological Laboratory	9/3/15	Ray 2.3.1	No	11/1/19	Illumina HiSeq	11529412	14416	54.11801	53.17	2572	H2	Both	18.376	-81.797	"randerson@mbl.edu, randerson@carleton.edu"	Rika Anderson			Unrestricted - not sequenced at JGI
X3300009336	3300009336	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS874 FS874 no min length"	Marine Biological Laboratory	6/7/16	Ray 2.3.1	No	11/1/19	Illumina HiSeq	33914669	104806	51.62635	48.33	4447	H2	Both	18.376	-81.797	"randerson@mbl.edu, randerson@carleton.edu"	Rika Anderson			Unrestricted - not sequenced at JGI
X3300005814	3300005814	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS877"	Marine Biological Laboratory	9/3/15	Ray 2.3.1	No	11/1/19	Illumina HiSeq	13669619	16795	46.91164	51.81	2785	H2	Both	18.377	-81.798	"randerson@mbl.edu, randerson@carleton.edu"	Rika Anderson			Unrestricted - not sequenced at JGI
X3300009485	3300009485	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS877 no min length"	Marine Biological Laboratory	6/9/16	Ray 2.3.1	No	11/1/19	Illumina HiSeq	194341827	887044	44.25992	37.52	6673	H2	Both	18.377	-81.798	"randerson@mbl.edu, randerson@carleton.edu"	Rika Anderson			Unrestricted - not sequenced at JGI
X3300007645	3300007645	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS879"	Marine Biological Laboratory	3/11/16	Ray 2.3.1	No	11/1/19		7504040	9815	37.24764	52.3	1838	H2	Both	18.375	-81.797	"randerson@mbl.edu, randerson@carleton.edu"	Rika Anderson			Unrestricted - not sequenced at JGI
X3300005816	3300005816	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS881"	Marine Biological Laboratory	9/3/15	Ray 2.3.1	No	11/1/19	Illumina HiSeq	42477432	55451	46.06892	51.67	3769	H2	Both	18.375	-81.797	"randerson@mbl.edu, randerson@carleton.edu"	Rika Anderson			Unrestricted - not sequenced at JGI
X3300009489	3300009489	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS881 no min length"	Marine Biological Laboratory	6/9/16	Ray 2.3.1	No	11/1/19	Illumina HiSeq	253547219	1004650	46.11942	38.36	6720	H2	Both	18.375	-81.797	"randerson@mbl.edu, randerson@carleton.edu"	Rika Anderson			Unrestricted - not sequenced at JGI
X3300009383	3300009383	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS879 no minimum length"	Marine Biological Laboratory	6/8/16	Ray 2.3.1 (no min length)	No	11/1/19	Illumina HiSeq	68927963	275874	37.68459	42.07	4840	H2	Both	18.375	-81.797	"randerson@mbl.edu, randerson@carleton.edu"	Rika Anderson			Unrestricted - not sequenced at JGI
X3300005744	3300005744	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS842"	Marine Biological Laboratory	9/2/15	Ray 2.3.1 kmer size 31	No	11/1/19	Illumina MiSeq	26859940	33289	54.78049	51.71	3292	H2	Both	18.375164	-81.797067	"randerson@mbl.edu, randerson@carleton.edu"	Rika Anderson			Unrestricted - not sequenced at JGI
X3300019379	3300019379	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS842 IDBA reassembly renamed"	Marine Biological Laboratory	6/30/17	IDBA	No	3/3/21	Illumina MiSeq	23046372	29272	53.1	49.99	3288	H2	Both	18.375164	-81.797067	randerson@carleton.edu	Rika Anderson			Unrestricted - not sequenced at JGI
X3300014847	3300014847	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS866 IDBA reassembly (rename)"	Marine Biological Laboratory	3/30/17	IDBA_UD	No	3/3/21		55544988	78826	38.72	49.41	3223	H2	Both	18.37	-81.798	randerson@carleton.edu	Rika Anderson			Unrestricted - not sequenced at JGI
X3300014848	3300014848	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS881 IDBA reassembly (rename)"	Marine Biological Laboratory	3/30/17	IDBA_UD	No	3/3/21	Illumina HiSeq	65792702	82323	44.5	50.74	4087	H2	Both	18.375	-81.797	randerson@carleton.edu	Rika Anderson			Unrestricted - not sequenced at JGI
X3300019380	3300019380	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS848 IDBA reassembly renamed"	Marine Biological Laboratory	6/30/17	IDBA-UD	No	3/3/21	Illumina MiSeq	48114812	64539	35.93	50.39	3367	H2	Both	18.376929	-81.797906	randerson@carleton.edu	Rika Anderson			Unrestricted - not sequenced at JGI
X3300014924	3300014924	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS856 IDBA reassembly (rename)"	Marine Biological Laboratory	3/31/17	IDBA-UD	No	3/3/21		62872978	81150	33.99	43.01	3176	H2	Both			randerson@carleton.edu	Rika Anderson			Unrestricted - not sequenced at JGI
X3300013792	3300013792	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS856 IDBA reassembly"	Marine Biological Laboratory	3/6/17	reassembled with IDBA_UD	No	3/3/21		107626372	198204	34.56	40.29	3775	H2	Both			randerson@carleton.edu	Rika Anderson			Unrestricted - not sequenced at JGI
X3300013794	3300013794	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS881 IDBA reassembly"	Marine Biological Laboratory	3/6/17	reassembly by IDBA-UD	No	3/3/21	Illumina HiSeq	121538689	229326	43.15	48.75	4650	H2	Both	18.375	-81.797	randerson@carleton.edu	Rika Anderson			Unrestricted - not sequenced at JGI
X3300013797	3300013797	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS844 IDBA reassembly"	Marine Biological Laboratory	3/6/17	reassembly with IDBA_UD	No	3/3/21	Illumina MiSeq	196958927	248623	43.51	43.86	4623	H2	Both	18.374735	-81.797326	randerson@carleton.edu	Rika Anderson			Unrestricted - not sequenced at JGI
